2025-09-12 17:31:06.999 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:36:52.929 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.933 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.936 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.938 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.940 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.942 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.944 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.946 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.950 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.953 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.955 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.956 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.958 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.963 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:36:52.968 | INFO     | config.logging:log_api_access:130 | GET /api/v1/nonexistent/endpoint 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:37:21.143 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:37:23.095 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:37:23.252 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:37:23.252 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:42:36.032 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:42:39.999 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:42:40.283 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:42:40.284 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:43:03.717 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:43:06.826 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:43:06.973 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:43:06.973 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:43:22.725 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:43:25.937 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:43:26.178 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:43:26.179 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:44:02.709 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:44:07.207 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:44:07.404 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:44:07.404 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:44:52.015 | INFO     | config.logging:log_api_access:130 | GET /health 200 0.278s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.028 | INFO     | config.logging:log_api_access:130 | GET /docs 200 0.003s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.033 | INFO     | config.logging:log_api_access:130 | GET /redoc 200 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.326 | INFO     | config.logging:log_api_access:130 | GET /openapi.json 200 0.288s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.331 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.335 | INFO     | config.logging:log_api_access:130 | POST /api/v1/options/analysis 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.339 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/flow 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.343 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/greeks 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.349 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.357 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/technical 404 0.004s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.361 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/sentiment 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.364 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/market 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.367 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.371 | INFO     | config.logging:log_api_access:130 | POST /api/v1/trading/recommendations 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.374 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/portfolio 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.376 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/risk 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.378 | INFO     | config.logging:log_api_access:130 | GET /api/v1/education/lessons 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.385 | INFO     | src.api.dependencies:get_current_session:31 | No session token provided, creating temporary session
2025-09-12 18:44:52.387 | INFO     | config.logging:log_api_access:130 | POST /api/v1/education/quiz 200 0.006s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:52.390 | INFO     | src.api.dependencies:get_current_session:31 | No session token provided, creating temporary session
2025-09-12 18:44:52.392 | INFO     | config.logging:log_api_access:130 | POST /api/v1/education/explain 422 0.002s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.292 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.294 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.296 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.297 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.298 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.300 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.301 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.303 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.304 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.306 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.308 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.310 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.314 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.316 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.318 | INFO     | config.logging:log_api_access:130 | GET /api/v1/trading/signals 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.321 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.001s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.324 | INFO     | config.logging:log_api_access:130 | POST /api/v1/analysis/real-time 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.326 | INFO     | config.logging:log_api_access:130 | GET /api/v1/options/chain 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:44:54.329 | INFO     | config.logging:log_api_access:130 | GET /api/v1/nonexistent/endpoint 404 0.000s UA: Python/3.13 aiohttp/3.12.15 IP: 127.0.0.1
2025-09-12 18:45:01.649 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:45:05.158 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:45:05.372 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:45:05.373 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:45:09.501 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:45:12.204 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:45:12.393 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:45:12.394 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:45:15.448 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:45:17.914 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:45:18.118 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:45:18.119 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:45:42.857 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:45:46.023 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:45:46.208 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:45:46.209 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:46:48.798 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:46:52.439 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:46:52.639 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:46:52.639 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:54:13.006 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:54:17.578 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:54:18.035 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:54:18.036 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:57:50.253 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
2025-09-12 18:57:54.180 | INFO     | config.logging:setup_logging:74 | Logging configuration initialized
2025-09-12 18:57:54.408 | INFO     | src.api.main:lifespan:38 | Database connection established
2025-09-12 18:57:54.408 | INFO     | src.api.main:lifespan:39 | Neural Options Oracle++ API Server started successfully
2025-09-12 18:57:57.142 | INFO     | src.api.main:lifespan:44 | Shutting down Neural Options Oracle++ API Server
